round,date,n1,n2,n3,n4,n5,n6,bonus,prize1_winners,prize1_amount,total_sales
820,2018-08-18,10,21,22,30,35,42,6,60,51414595,75744571000
821,2018-08-25,1,12,13,24,29,44,16,55,55836920,76118239000
822,2018-09-01,9,18,20,24,27,36,12,79,37537334,75681739000
823,2018-09-08,12,18,24,26,39,40,15,61,49422392,77400124000
824,2018-09-15,7,9,24,29,34,38,26,51,61600322,78257422000
825,2018-09-22,8,15,21,31,33,38,42,53,62592852,82890578000
826,2018-09-29,13,16,24,25,33,36,42,47,66229535,78218740000
827,2018-10-06,5,11,12,29,33,44,14,46,65570673,76490125000
828,2018-10-13,4,7,13,29,31,39,18,62,50853274,77552827000
829,2018-10-20,4,5,31,35,43,45,29,45,72434094,77998807000
830,2018-10-27,5,6,16,18,37,38,17,80,38634915,77714000000
831,2018-11-03,3,10,16,19,31,39,9,61,48555290,77622753000
832,2018-11-10,13,14,19,26,40,43,30,60,52205115,77411900000
833,2018-11-17,12,18,30,39,41,42,19,53,59278423,77738402000
834,2018-11-24,6,8,18,35,42,43,3,47,65949044,75941791000
835,2018-12-01,9,10,13,28,38,45,35,58,53175911,77694435000
836,2018-12-08,1,9,11,14,26,28,19,62,47338203,74536697000
837,2018-12-15,2,25,28,30,33,45,6,47,66903173,76614176000
838,2018-12-22,9,14,17,33,36,38,20,68,46736925,79414484000
839,2018-12-29,3,9,11,12,13,19,35,48,61364284,79219710000
840,2019-01-05,2,4,11,28,29,43,27,51,66763458,84057771000
841,2019-01-12,5,11,14,30,33,38,24,88,35934900,81580789000
842,2019-01-19,14,26,32,36,39,42,38,42,80772819,81957444000
843,2019-01-26,19,21,30,33,34,42,4,52,64310419,81857498000
844,2019-02-02,7,8,13,15,33,45,18,73,47793023,87805610000
845,2019-02-09,1,16,29,33,40,45,6,56,61914849,83884034000
846,2019-02-16,5,18,30,41,43,45,13,69,50143713,83936839000
847,2019-02-23,12,16,26,28,30,42,22,40,84028222,83782512000
848,2019-03-02,1,2,16,22,38,39,34,42,83655024,84523266000
849,2019-03-09,5,13,17,29,34,39,3,56,58602081,82333674000
850,2019-03-16,16,20,24,28,36,39,5,55,61410689,81474176000
851,2019-03-23,14,18,22,26,31,44,40,70,47308425,81099116000
852,2019-03-30,11,17,28,30,33,35,9,67,47776552,81470793000
853,2019-04-06,2,8,23,26,27,44,13,90,37398237,82244370000
854,2019-04-13,20,25,31,32,36,43,3,44,77766063,81823338000
855,2019-04-20,8,15,17,19,43,44,7,61,55807636,82374732000
856,2019-04-27,10,24,40,41,43,44,17,53,62546031,80496424000
857,2019-05-04,6,10,16,28,34,38,43,62,51811106,80933117000
858,2019-05-11,9,13,32,38,39,43,23,41,80573688,81366889000
859,2019-05-18,8,22,35,38,39,41,24,51,66644453,80944223000
860,2019-05-25,4,8,18,25,27,32,42,62,50534942,81846672000
861,2019-06-01,11,17,19,21,22,25,24,65,49970348,81032551000
862,2019-06-08,10,34,38,40,42,43,32,63,52164827,80609005000
863,2019-06-15,16,21,28,35,39,43,12,64,52014327,81288540000
864,2019-06-22,3,7,10,13,25,36,32,64,49172110,82220290000
865,2019-06-29,3,15,22,32,33,45,2,52,64655382,81748217000
866,2019-07-06,9,15,29,34,37,39,12,68,49420787,81961886000
867,2019-07-13,14,17,19,22,24,40,41,57,57511042,81607190000
868,2019-07-20,12,17,28,41,43,44,25,61,53013185,80549078000
869,2019-07-27,2,6,20,27,37,39,4,56,57219720,80268389000
870,2019-08-03,21,25,30,32,40,42,31,48,66973715,78688663000
871,2019-08-10,2,6,12,26,30,34,38,61,51984972,79527502000
872,2019-08-17,2,4,30,32,33,43,29,46,73200324,81002518000
873,2019-08-24,3,5,12,13,33,39,38,68,45944932,82375586000
874,2019-08-31,1,15,19,23,28,42,32,68,49284879,82990138000
875,2019-09-07,19,22,30,34,39,44,36,33,100117446,80635281000
876,2019-09-14,5,16,21,26,34,42,24,59,58538134,85088368000
877,2019-09-21,5,17,18,22,23,43,12,75,45776192,84584730000
878,2019-09-28,2,6,11,16,25,31,3,69,46492660,84183676000
879,2019-10-05,1,4,10,14,15,35,20,77,41641057,83174251000
880,2019-10-12,7,17,19,23,24,45,38,52,63668825,83862502000
881,2019-10-19,4,18,20,26,27,32,9,67,49815170,84495552000
882,2019-10-26,18,34,39,43,44,45,23,44,78168000,84351602000
883,2019-11-02,9,18,32,33,37,44,22,65,52327675,85624171000
884,2019-11-09,4,14,23,28,37,45,17,74,48623711,86554613000
885,2019-11-16,1,3,24,27,39,45,31,56,59731618,83396319000
886,2019-11-23,19,23,28,37,42,45,2,59,58820640,84186094000
887,2019-11-30,8,14,17,27,36,45,10,66,51217550,84416872000
888,2019-12-07,3,7,12,31,34,38,32,59,53567440,82777313000
889,2019-12-14,3,13,29,38,39,42,26,60,58582971,86734222000
890,2019-12-21,1,4,14,18,29,37,6,58,60400505,86693498000
891,2019-12-28,9,13,28,31,39,41,19,77,46707182,89742677000
892,2020-01-04,4,9,17,18,26,42,36,78,46569011,93091115000
893,2020-01-11,1,15,17,23,25,41,10,58,61485353,87661567000
894,2020-01-18,19,32,37,40,41,43,45,56,63694714,88465183000
895,2020-01-25,16,26,31,38,39,41,23,58,66485491,96962255000
896,2020-02-01,5,12,25,26,38,45,23,46,77436791,90461998000
897,2020-02-08,6,7,12,22,26,36,29,62,56610196,88231474000
898,2020-02-15,18,21,28,35,37,42,17,56,62840792,90067839000
899,2020-02-22,8,19,20,21,33,39,37,53,63384077,85877347000
900,2020-02-29,7,13,16,18,35,38,14,51,65683361,83639372000
901,2020-03-07,5,18,20,23,30,34,21,67,50775553,84783962000
902,2020-03-14,7,19,23,24,36,39,30,67,52365990,87501981000
903,2020-03-21,2,15,16,21,22,28,45,49,74488330,88625160000
904,2020-03-28,2,6,8,26,43,45,11,92,39392433,88938220000
905,2020-04-04,3,4,16,27,38,40,20,77,45725190,90357634000
906,2020-04-11,2,5,14,28,31,32,20,63,58871602,90948274000
907,2020-04-18,21,27,29,38,40,44,37,67,55112969,89331282000
908,2020-04-25,3,16,21,22,23,44,30,57,66312425,89923601000
909,2020-05-02,7,24,29,30,34,35,33,63,58814000,89543261000
910,2020-05-09,1,11,17,27,35,39,31,72,45758435,86308857000
911,2020-05-16,4,5,12,14,32,42,35,58,60733869,89332410000
912,2020-05-23,5,8,18,21,22,38,10,70,49783353,88599155000
913,2020-05-30,6,14,16,21,27,37,40,66,54091136,89336949000
914,2020-06-06,16,19,24,33,42,44,27,55,65000186,89558503000
915,2020-06-13,2,6,11,13,22,37,14,63,55851437,87862418000
916,2020-06-20,6,21,22,32,35,36,17,70,53045781,89133044000
917,2020-06-27,1,3,23,24,27,43,34,47,76056725,88950867000
918,2020-07-04,7,11,12,31,33,38,5,86,38986837,89200857000
919,2020-07-11,9,14,17,18,42,44,35,56,64064739,90218056000
920,2020-07-18,2,3,26,33,34,43,29,53,68684973,89805177000
921,2020-07-25,5,7,12,22,28,41,1,72,48504047,89888341000
922,2020-08-01,2,6,13,17,27,43,36,89,38403422,89266682000
923,2020-08-08,3,17,18,23,36,41,26,56,63513206,87867402000
924,2020-08-15,3,11,34,42,43,44,13,69,51791972,87708256000
925,2020-08-22,13,24,32,34,39,42,4,68,52090604,87901067000
926,2020-08-29,10,16,18,20,25,31,6,72,47048395,88372251000
927,2020-09-05,4,15,22,38,41,43,26,63,58955618,91067752000
928,2020-09-12,3,4,10,20,28,44,30,81,45148436,90818982000
929,2020-09-19,7,9,12,15,19,23,4,91,38330701,92344620000
930,2020-09-26,8,21,25,38,39,44,28,55,68664699,94518415000
931,2020-10-03,14,15,23,25,35,43,32,54,73015014,95695802000
932,2020-10-10,1,6,15,36,37,38,5,64,61797294,96049289000
933,2020-10-17,23,27,29,31,36,45,37,63,61963960,93484851000
934,2020-10-24,1,3,30,33,36,39,12,66,58240130,93028347000
935,2020-10-31,4,10,20,32,38,44,18,120,30894057,93934898000
936,2020-11-07,7,11,13,17,18,29,43,77,45214218,92246146000
937,2020-11-14,2,10,13,22,29,40,26,57,66206518,93720454000
938,2020-11-21,4,8,10,16,31,36,9,64,58579859,93452425000
939,2020-11-28,4,11,28,39,42,45,6,67,55245571,93340002000
940,2020-12-05,3,15,20,22,24,41,11,51,74407088,93920183000
941,2020-12-12,12,14,25,27,39,40,35,87,41296473,94867600000
942,2020-12-19,10,12,18,35,42,43,39,52,72340007,92731965000
943,2020-12-26,1,8,13,36,44,45,39,74,54156117,100081432000
944,2021-01-02,2,13,16,19,32,33,42,79,53805639,107181377000
945,2021-01-09,9,10,15,30,33,37,26,71,53878424,94837109000
946,2021-01-16,9,18,19,30,34,40,20,71,55714127,99380178000
947,2021-01-23,3,8,17,20,27,35,26,58,65992539,99449916000
948,2021-01-30,13,18,30,31,38,41,5,90,44581548,100519459000
949,2021-02-06,14,21,35,36,40,44,30,65,63040250,100518909000
950,2021-02-13,3,4,15,22,28,40,10,67,65311851,108870714000
951,2021-02-20,2,12,30,31,39,43,38,72,56633652,102937006000
952,2021-02-27,4,12,22,24,33,41,38,93,43769353,102355646000
953,2021-03-06,7,9,22,27,37,42,34,102,37530890,99180891000
954,2021-03-13,1,9,26,28,30,41,32,64,64551977,101455314000
955,2021-03-20,4,9,23,26,29,33,8,71,56990710,99784736000
956,2021-03-27,10,11,20,21,25,41,40,136,27270600,97065255000
957,2021-04-03,4,15,24,35,36,40,1,61,63915234,96654698000
958,2021-04-10,2,9,10,16,35,37,1,67,59556705,98635947000
959,2021-04-17,1,14,15,24,40,41,35,75,53605563,97435835000
960,2021-04-24,2,18,24,30,32,45,14,56,71462298,98784879000
961,2021-05-01,11,20,29,31,33,42,43,73,52915710,97153309000
962,2021-05-08,1,18,28,31,34,43,40,73,53175510,95956365000
963,2021-05-15,6,12,19,23,34,42,35,68,54282285,95452215000
964,2021-05-22,6,21,36,38,39,43,30,52,75187855,95549895000
965,2021-05-29,2,13,25,28,29,36,34,46,86316821,96174650000
966,2021-06-05,1,21,25,29,34,37,36,50,80376784,95640447000
967,2021-06-12,1,6,13,37,38,40,9,69,56133103,94515565000
968,2021-06-19,2,5,12,14,24,39,33,97,37251694,95924229000
969,2021-06-26,3,9,10,29,40,45,7,56,68418328,96728751000
970,2021-07-03,9,11,16,21,28,36,5,87,43221488,93268371000
971,2021-07-10,2,6,17,18,21,26,7,62,60094843,94471924000
972,2021-07-17,3,6,17,23,37,39,26,80,46870261,93916813000
973,2021-07-24,22,26,31,37,41,42,24,42,92468024,93953872000
974,2021-07-31,1,2,11,16,39,44,32,66,56539361,94146055000
975,2021-08-07,7,8,9,17,22,24,5,61,60010092,94253719000
976,2021-08-14,4,12,14,25,35,37,2,69,54847997,97492178000
977,2021-08-21,2,9,10,14,22,44,16,82,47517648,95895844000
978,2021-08-28,1,7,15,32,34,42,8,70,56509319,98855197000
979,2021-09-04,7,11,16,21,27,33,24,79,47446429,99507886000
980,2021-09-11,3,13,16,23,24,35,14,70,56824054,99593380000
981,2021-09-18,27,36,37,41,43,45,32,65,66428774,105645424000
982,2021-09-25,5,7,13,20,21,44,33,81,49771699,101344251000
983,2021-10-02,13,23,26,31,35,43,15,78,53491928,101899006000
984,2021-10-09,3,10,23,35,36,37,18,64,62945427,98762367000
985,2021-10-16,17,21,23,30,34,44,19,62,65450349,98811446000
986,2021-10-23,7,10,16,28,41,42,40,70,56554170,99041240000
987,2021-10-30,2,4,15,23,29,38,7,73,54308485,100269530000
988,2021-11-06,2,13,20,30,31,41,27,61,65864493,98606195000
989,2021-11-13,17,18,21,27,29,33,26,63,61658927,96525658000
990,2021-11-20,2,4,25,26,36,37,28,56,72503970,99567047000
991,2021-11-27,13,18,25,31,33,44,38,110,35202013,98026282000
992,2021-12-04,12,20,26,33,44,45,24,58,68515710,97066498000
993,2021-12-11,6,14,16,18,24,42,44,70,57017101,99323653000
994,2021-12-18,1,3,8,24,27,35,28,70,53188059,95530936000
995,2021-12-25,1,4,13,29,38,39,7,69,58287206,100878455000
996,2022-01-01,6,11,15,24,32,39,28,86,52018109,112624327000
997,2022-01-08,4,7,14,16,24,44,20,85,46708317,102431961000
998,2022-01-15,13,17,18,20,42,45,41,53,78358478,101681869000
999,2022-01-22,1,3,9,14,18,28,34,67,60229843,102581351000
1000,2022-01-29,2,8,19,22,32,42,39,109,41941945,118628811000
1001,2022-02-05,6,10,12,14,20,42,15,66,62947867,103967487000
1002,2022-02-12,17,25,33,35,38,45,15,85,48446268,105795484000
1003,2022-02-19,1,4,29,39,43,45,31,66,64029383,103479378000
1004,2022-02-26,7,15,30,37,39,44,18,68,63143430,106112471000
1005,2022-03-05,8,13,18,24,27,29,17,84,49076175,103755249000
1006,2022-03-12,8,11,15,16,17,37,36,65,65898511,104542431000
1007,2022-03-19,8,11,16,19,21,25,40,70,58259709,101530003000
1008,2022-03-26,9,11,30,31,41,44,33,97,42854222,103727042000
1009,2022-04-02,15,23,29,34,40,44,20,69,61683436,103771363000
1010,2022-04-09,9,12,15,25,34,36,3,66,63017780,103011505000
1011,2022-04-16,1,9,12,26,35,38,42,76,53561039,101799373000
1012,2022-04-23,5,11,18,20,35,45,3,76,53081746,101948323000
1013,2022-04-30,21,22,26,34,36,41,32,79,53244417,101747653000
1014,2022-05-07,3,11,14,18,26,27,21,69,58223414,102396369000
1015,2022-05-14,14,23,31,33,37,40,44,102,39883734,102562683000
1016,2022-05-21,15,26,28,34,41,42,44,68,60949185,101583153000
1017,2022-05-28,12,18,22,23,30,34,32,70,58628081,101382790000
1018,2022-06-04,3,19,21,25,37,45,35,62,66460993,101151805000
1019,2022-06-11,1,4,13,17,34,39,6,75,48729460,102804882000
1020,2022-06-18,12,27,29,38,41,45,6,77,55332489,104996396000
1021,2022-06-25,12,15,17,24,29,45,16,56,75320081,101960162000
1022,2022-07-02,5,6,11,29,42,45,28,63,64371271,99233031000
1023,2022-07-09,10,14,16,18,29,35,25,72,57201623,100399659000
1024,2022-07-16,9,18,20,22,38,44,10,63,63922191,100081038000
1025,2022-07-23,8,9,20,25,29,33,7,69,59119356,101318529000
1026,2022-07-30,5,12,13,31,32,41,34,76,53260477,101556379000
1027,2022-08-06,14,16,27,35,39,45,5,83,49407718,101195159000
1028,2022-08-13,5,7,12,13,18,35,23,91,43268687,100613537000
1029,2022-08-20,12,30,32,37,39,41,24,62,67952916,101336312000
1030,2022-08-27,2,5,11,17,24,29,9,104,38864942,104899923000
1031,2022-09-03,6,7,22,32,35,36,19,64,66957450,104316078000
1032,2022-09-10,1,6,12,19,36,42,28,90,49541807,110907011000
1033,2022-09-17,3,11,15,20,35,44,10,79,52477625,104642258000
1034,2022-09-24,26,31,32,33,38,40,11,66,65201278,107150089000
1035,2022-10-01,9,14,34,35,41,42,2,71,60679695,106759523000
1036,2022-10-08,2,5,22,32,34,45,39,64,66499762,103753936000
1037,2022-10-15,2,14,15,22,27,33,31,78,54762078,104840173000
1038,2022-10-22,7,16,24,27,37,44,2,77,52839521,104932409000
1039,2022-10-29,2,3,6,19,36,39,26,80,52833990,105259066000
1040,2022-11-05,8,16,26,29,31,36,11,63,67786716,104007239000
1041,2022-11-12,6,7,9,11,17,18,45,85,45837803,105301601000
1042,2022-11-19,5,14,15,23,34,43,4,100,41355456,106510259000
1043,2022-11-26,3,5,12,22,26,31,19,86,48385656,107045942000
1044,2022-12-03,12,17,20,26,28,36,4,72,58091505,102891973000
1045,2022-12-10,6,14,15,19,21,41,37,67,64355189,105380282000
1046,2022-12-17,7,16,25,29,35,36,28,57,70575991,100923993000
1047,2022-12-24,2,20,33,40,42,44,32,83,49677071,103058179000
1048,2022-12-31,6,12,17,21,32,39,30,102,44791515,117323901000
1049,2023-01-07,3,5,13,20,21,37,17,89,48533992,108444724000
1050,2023-01-14,6,12,31,35,38,43,17,70,62134324,108072602000
1051,2023-01-21,21,26,30,32,33,35,44,70,71552507,119243907000
1052,2023-01-28,5,17,26,27,35,38,1,108,39750788,107565461000
1053,2023-02-04,22,26,29,30,34,45,15,64,74563990,113721665000
1054,2023-02-11,14,19,27,28,30,45,33,66,71543767,113660567000
1055,2023-02-18,4,7,12,14,22,33,31,92,47085086,112488256000
1056,2023-02-25,13,20,24,32,36,45,29,81,56739248,113279615000
1057,2023-03-04,8,13,19,27,40,45,12,664,6895880,112523887000
1058,2023-03-11,11,23,25,30,32,40,42,60,74317398,112041382000
1059,2023-03-18,7,10,22,25,34,40,27,83,53074680,110846824000
1060,2023-03-25,3,10,24,33,38,45,36,96,43664392,110677185000
1061,2023-04-01,4,24,27,35,37,45,15,99,44866089,109909344000
1062,2023-04-08,20,31,32,40,41,45,12,68,65229257,107109911000
1063,2023-04-15,3,6,22,23,24,38,30,55,79976313,108347135000
1064,2023-04-22,3,6,9,18,22,35,14,62,68858049,109427584000
1065,2023-04-29,3,18,19,23,32,45,24,74,58415125,108181727000
1066,2023-05-06,6,11,16,19,21,32,45,88,47470093,106440950000
1067,2023-05-13,7,10,19,23,28,33,18,82,52346509,110703299000
1068,2023-05-20,4,7,19,26,33,35,3,87,49644944,108988932000
1069,2023-05-27,1,10,18,22,28,31,44,79,55031743,108388892000
1070,2023-06-03,3,6,14,22,30,41,36,63,68856183,107222802000
1071,2023-06-10,1,2,11,21,30,35,39,83,52047990,107362630000
1072,2023-06-17,16,18,20,23,32,43,27,93,46774331,108156654000
1073,2023-06-24,6,18,28,30,32,38,15,62,69348129,107352123000
1074,2023-07-01,1,6,20,27,28,41,15,78,54737530,105744157000
1075,2023-07-08,1,23,24,35,44,45,10,160,27153161,105635232000
1076,2023-07-15,3,7,9,33,36,37,10,86,46616682,103168694000
1077,2023-07-22,4,8,17,30,40,43,34,98,42510727,105927489000
1078,2023-07-29,6,10,11,14,36,38,43,77,55626103,105407618000
1079,2023-08-05,4,8,18,24,37,45,6,85,47864637,103120206000
1080,2023-08-12,13,16,23,31,36,44,38,82,51780714,104111986000
1081,2023-08-19,1,9,16,23,24,38,17,92,46708012,106974323000
1082,2023-08-26,21,26,27,32,34,42,31,62,70009214,107566880000
1083,2023-09-02,3,7,14,15,22,38,17,72,59482102,108995141000
1084,2023-09-09,8,12,13,29,33,42,5,107,40625342,109818924000
1085,2023-09-16,4,7,17,18,38,44,36,80,51427879,106249975000
1086,2023-09-23,11,16,25,27,35,36,37,67,64105808,109250306000
1087,2023-09-30,13,14,18,21,34,44,16,71,65061169,113960897000
1088,2023-10-07,11,21,22,30,39,44,31,94,47485243,109089305000
1089,2023-10-14,4,18,31,37,42,43,40,79,56554219,108725932000
1090,2023-10-21,12,19,21,29,40,45,1,88,49718638,108364862000
1091,2023-10-28,6,20,23,24,28,30,44,65,66887780,109335581000
1092,2023-11-04,7,18,19,26,33,45,37,84,50263170,108970510000
1093,2023-11-11,10,17,22,30,35,43,44,65,65568025,105589036000
1094,2023-11-18,6,7,15,22,26,40,41,87,48571368,104078823000
1095,2023-11-25,8,14,28,29,34,40,12,57,76544608,106160572000
1096,2023-12-02,1,12,16,19,23,43,34,85,49791984,105753078000
1097,2023-12-09,14,33,34,35,37,40,4,67,67288686,108873101000
1098,2023-12-16,12,16,21,24,41,43,15,68,61509816,103850339000
1099,2023-12-23,3,20,28,38,40,43,4,71,62533820,107510729000
1100,2023-12-30,17,26,29,30,31,43,12,81,59050373,116187023000
1101,2024-01-06,6,7,13,28,36,42,41,75,60681964,114758876000
1102,2024-01-13,13,14,22,26,37,38,20,63,73205895,113178102000
1103,2024-01-20,10,12,29,31,40,44,2,76,58695469,110195070000
1104,2024-01-27,1,7,21,30,35,38,2,76,59776089,112449384000
1105,2024-02-03,6,16,34,37,39,40,11,83,55266681,113295292000
1106,2024-02-10,1,3,4,29,42,45,36,67,76355948,126617296000
1107,2024-02-17,6,14,30,31,40,41,29,82,57639743,117664962000
1108,2024-02-24,7,19,26,37,39,44,27,96,47590056,114578905000
1109,2024-03-02,10,12,13,19,33,40,2,84,53440474,117196327000
1110,2024-03-09,3,7,11,20,22,41,24,118,37229214,115083786000
1111,2024-03-16,3,13,30,33,43,45,4,97,47138490,116382835000
1112,2024-03-23,16,20,26,36,42,44,24,59,79221912,114216084000
1113,2024-03-30,11,13,20,21,32,44,8,57,81356654,113342318000
1114,2024-04-06,10,16,19,32,33,38,3,88,50994006,113597890000
1115,2024-04-13,7,12,23,32,34,36,8,60,75242610,113939215000
1116,2024-04-20,15,16,17,25,30,31,32,114,39400589,110862553000
1117,2024-04-27,3,4,9,30,33,36,7,94,48325302,113895333000
1118,2024-05-04,11,13,14,15,16,45,3,72,64980226,113727120000
1119,2024-05-11,1,9,12,13,20,45,3,97,45574823,111840714000
1120,2024-05-18,2,19,26,31,38,41,34,91,50812816,114804359000
1121,2024-05-25,6,24,31,32,38,44,8,76,60898347,113898519000
1122,2024-06-01,3,6,21,30,34,35,22,99,47338261,115540004000
1123,2024-06-08,13,19,21,24,34,35,26,77,59958813,113142957000
1124,2024-06-15,3,8,17,30,33,34,28,87,50255324,112014841000
1125,2024-06-22,6,14,25,33,40,44,30,78,56289467,109407294000
1126,2024-06-29,4,5,9,11,37,40,7,91,48077302,111998191000
1127,2024-07-06,10,15,24,30,31,37,32,84,53997428,111571373000
1128,2024-07-13,1,5,8,16,28,33,45,77,57262577,111364194000
1129,2024-07-20,5,10,11,17,28,34,22,107,40600069,110363498000
1130,2024-07-27,15,19,21,25,27,28,40,69,65602934,109515089000
1131,2024-08-03,1,2,6,14,27,38,33,56,78036471,109120798000
1132,2024-08-10,6,7,19,28,34,41,5,73,60398334,110018123000
1133,2024-08-17,13,14,20,28,29,34,23,73,62479529,111210839000
1134,2024-08-24,3,7,9,13,19,24,23,97,42233078,111660087000
1135,2024-08-31,1,6,13,19,21,33,4,91,48687794,113817137000
1136,2024-09-07,21,33,35,38,42,44,1,75,61719151,113031911000
1137,2024-09-14,4,9,12,15,33,45,26,111,42534937,119250007000
1138,2024-09-21,14,16,19,20,29,34,35,50,88790650,109651510000
1139,2024-09-28,5,12,15,30,37,40,18,75,62616406,117915887000
1140,2024-10-05,7,10,22,29,31,38,15,83,54935517,115238556000
1141,2024-10-12,7,11,12,21,26,35,20,100,45058902,115803173000
1142,2024-10-19,2,8,28,30,37,41,22,67,69795173,114254355000
1143,2024-10-26,10,16,17,27,28,36,6,90,51855977,116432896000
1144,2024-11-02,3,4,12,15,26,34,6,94,47532364,116378514000
1145,2024-11-09,2,11,31,33,37,44,32,63,72657860,116115162000
1146,2024-11-16,6,11,17,19,40,43,28,72,64331574,116694743000
1147,2024-11-23,7,11,24,26,27,37,32,83,53388307,115707061000
1148,2024-11-30,3,6,13,15,16,22,32,97,46311547,113188640000
1149,2024-12-07,8,15,19,21,32,36,38,74,61773588,112146718000
1150,2024-12-14,8,9,18,35,39,45,25,226,19690668,114152034000
1151,2024-12-21,2,3,9,15,27,29,8,102,45013974,116118444000
1152,2024-12-28,30,31,32,35,36,37,5,79,64561685,120703009000
1153,2025-01-04,1,9,10,13,35,44,5,79,64155473,126343367000
1154,2025-01-11,4,8,22,26,32,38,27,62,74796993,115268257000
1155,2025-01-18,10,16,19,27,37,38,13,78,60821851,118482730000
1156,2025-01-25,30,31,34,39,41,45,7,73,72167464,127643987000
1157,2025-02-01,5,7,12,20,25,26,28,141,32026130,123443439000
1158,2025-02-08,21,25,27,32,37,38,20,86,56747136,119706159000
1159,2025-02-15,3,9,27,28,38,39,7,110,44775224,124802304000
1160,2025-02-22,7,13,18,36,39,45,19,84,59746664,123177536000
1161,2025-03-01,2,12,20,24,34,42,37,117,40858302,123230590000
1162,2025-03-08,20,21,22,25,28,29,6,78,63379310,120578328000
1163,2025-03-15,2,13,15,16,33,43,4,75,64563039,122246316000
1164,2025-03-22,17,18,23,25,38,39,22,76,62522365,121102645000
1165,2025-03-29,6,7,27,29,38,45,17,91,52202031,118112106000
1166,2025-04-05,14,23,25,27,29,42,16,80,60442665,116717661000
1167,2025-04-12,8,23,31,35,39,40,24,69,69663960,118762131000
1168,2025-04-19,9,21,24,30,33,37,29,74,62559160,117811795000
1169,2025-04-26,5,12,24,26,39,42,20,112,42451426,118803195000
1170,2025-05-03,3,13,28,34,38,42,25,103,44872200,116709995000
1171,2025-05-10,3,6,7,11,12,17,19,148,26683842,115285696000
1172,2025-05-17,7,9,24,40,42,44,45,98,48705881,117565241000
1173,2025-05-24,1,5,18,20,30,35,3,94,50210471,118782668000
1174,2025-05-31,8,11,14,17,36,39,22,85,56194689,119020467000
1175,2025-06-07,3,4,6,8,32,42,31,92,50145873,117488305000
1176,2025-06-14,7,9,11,21,30,35,29,89,49959102,115765450000
1177,2025-06-21,3,7,15,16,19,43,21,75,61022294,115411832000
1178,2025-06-28,5,6,11,27,43,44,17,89,53744010,118774279000
1179,2025-07-05,3,16,18,24,40,44,21,63,74382737,115024678000
1180,2025-07-12,6,12,18,37,40,41,3,72,64563034,115377965000
1181,2025-07-19,8,10,14,20,33,41,28,86,52503759,113802682000
1182,2025-07-26,1,13,21,25,28,31,22,79,58274706,115431308000
1183,2025-08-02,4,15,17,23,27,36,31,92,48843403,115605968000
1184,2025-08-09,14,16,23,25,31,37,42,95,50280411,117748924000
1185,2025-08-16,6,17,22,28,29,32,38,79,60473295,117480804000
1186,2025-08-23,2,8,13,16,23,28,35,89,52058946,116690738000
1187,2025-08-30,5,13,26,29,37,40,42,79,60787300,117650847000
1188,2025-09-06,3,4,12,19,22,27,9,111,38725232,116617971000
1189,2025-09-13,9,19,29,35,37,38,31,167,29368730,119484685000
1190,2025-09-20,7,9,19,23,26,45,33,113,40909680,118368861000
1191,2025-09-27,1,4,11,12,20,41,2,132,34916690,121272809000
1192,2025-10-04,10,16,23,36,39,40,11,95,54924300,129050196000
1193,2025-10-11,6,9,16,19,24,28,17,84,54508366,118676603000
1194,2025-10-18,3,13,15,24,33,37,2,99,46438300,121085706000
1195,2025-10-25,3,15,27,33,34,36,37,86,56960984,122918013000
1196,2025-11-01,8,12,15,29,40,45,14,94,53234776,121645432000
1197,2025-11-08,1,5,7,26,28,43,30,74,64563441,120244434000
1198,2025-11-15,26,30,33,38,39,41,21,78,63112963,120207517000
1199,2025-11-22,16,24,25,30,31,32,7,75,64056372,118624796000
1200,2025-11-29,1,2,4,16,20,32,45,80,58932497,118339596000
1201,2025-12-06,7,9,24,27,35,36,37,84,53326506,115389593000
1202,2025-12-13,5,12,21,33,37,40,7,109,41109712,116954237000
1203,2025-12-20,3,6,18,29,35,39,24,118,40578073,121655631000
1204,2025-12-27,8,16,28,30,31,44,27,95,52452875,123758619000
1205,2026-01-03,1,4,16,23,31,41,2,97,55436191,132670747000
1206,2026-01-10,1,3,17,26,27,42,23,74,63135372,121012690000
1207,2026-01-17,10,22,24,27,38,45,11,86,57101648,122934287000
1208,2026-01-24,6,27,30,36,38,42,25,68,73554613,120408668000
1209,2026-01-31,2,17,20,35,37,39,24,73,68908745,124040394000
1210,2026-02-07,1,7,9,17,27,38,31,153,28818259,123111058000
1211,2026-02-14,23,26,27,35,38,40,10,86,64328265,134945802000
1212,2026-02-21,5,8,25,31,41,44,45,79,67192128,131727929000
1213,2026-02-28,5,11,25,27,36,38,2,110,47454864,131111079000
1214,2026-03-07,10,15,19,27,30,33,14,99,49122772,124815860000
1215,2026-03-14,13,15,19,21,44,45,39,76,70124286,126977101000
1216,2026-03-21,3,10,14,15,23,24,25,87,57626736,125556526000
1217,2026-03-28,8,10,15,20,29,31,41,85,59835946,125155256000
1218,2026-04-04,3,28,31,32,42,45,25,80,64293077,123335928000
1219,2026-04-11,1,2,15,28,39,45,31,77,65148906,120945801000
1220,2026-04-18,2,22,25,28,34,43,16,85,58045487,121958822000
1221,2026-04-25,6,13,18,28,30,36,9,96,50855588,122979623000
1222,2026-05-02,4,11,17,22,32,41,34,115,41843021,124243558000
